time_idx,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
240000,0.1465911865234375,0.10137939453125,-0.3123626708984375
240001,0.0621185302734375,0.1983489990234375,-0.3358001708984375
240002,0.0266571044921875,0.30462646484375,-0.3179931640625
240003,0.082122802734375,0.4011688232421875,-0.2108306884765625
240004,0.172576904296875,0.447296142578125,-0.0760040283203125
240005,0.2303924560546875,0.427703857421875,0.0320587158203125
240006,0.241424560546875,0.3596038818359375,0.0836944580078125
240007,0.2308197021484375,0.26715087890625,0.0749664306640625
240008,0.2184295654296875,0.1537933349609375,0.09814453125
240009,0.1920318603515625,0.0364532470703125,0.13958740234375
240010,0.151214599609375,-0.10308837890625,0.1375579833984375
240011,0.102508544921875,-0.2789459228515625,0.132598876953125
240012,0.08251953125,-0.423828125,0.2081146240234375
240013,0.161529541015625,-0.4745330810546875,0.313873291015625
240014,0.442535400390625,-0.4269561767578125,0.2885589599609375
240015,0.9552764892578124,-0.3028717041015625,0.0311431884765625
240016,1.458541870117188,-0.2384185791015625,-0.283294677734375
240017,1.826873779296875,-0.2900543212890625,-0.5066070556640625
240018,2.182022094726562,-0.4642333984375,-0.56793212890625
240019,2.515487670898438,-0.7291107177734375,-0.3755950927734375
240020,2.616256713867188,-0.835174560546875,-0.0278472900390625
240021,2.676910400390625,-0.787750244140625,0.3235931396484375
240022,2.92095947265625,-0.8976898193359375,0.1312103271484375
240023,3.078216552734375,-1.163818359375,0.0545806884765625
240024,3.09130859375,-1.474075317382812,0.248931884765625
240025,3.0189208984375,-1.576904296875,-0.026885986328125
240026,2.831924438476562,-1.538528442382812,0.214263916015625
240027,2.547119140625,-1.53790283203125,0.6655731201171875
240028,2.130584716796875,-1.67437744140625,0.6628265380859375
240029,1.615509033203125,-1.772201538085938,0.6087799072265625
240030,1.1458740234375,-1.814376831054688,0.6649932861328125
240031,0.7182159423828125,-1.8214111328125,0.5852508544921875
240032,0.3860015869140625,-1.691757202148438,0.370330810546875
240033,0.2208404541015625,-1.405181884765625,0.487060546875
240034,0.1821441650390625,-1.106613159179688,0.6188507080078125
240035,0.2374114990234375,-0.920379638671875,0.49774169921875
240036,0.4664764404296875,-0.7844696044921875,0.4710845947265625
240037,0.7026519775390625,-0.6738433837890625,0.4755401611328125
240038,0.84075927734375,-0.5839385986328125,0.363189697265625
240039,0.9863433837890624,-0.50653076171875,0.20263671875
240040,1.154434204101562,-0.4446563720703125,0.1065673828125
240041,1.301788330078125,-0.3736572265625,0.051055908203125
240042,1.340316772460938,-0.2816009521484375,0.1348724365234375
240043,1.2041015625,-0.1911163330078125,0.3755340576171875
240044,0.898101806640625,-0.1570587158203125,0.5647430419921875
240045,0.480377197265625,-0.2215423583984375,0.6141204833984375
240046,0.006317138671875,-0.3637237548828125,0.5712890625
240047,-0.4355621337890625,-0.5453033447265625,0.5038604736328125
240048,-0.7644805908203125,-0.7978057861328125,0.434112548828125
240049,-0.9975433349609376,-1.05712890625,0.430572509765625
240050,-1.167831420898438,-1.087966918945312,0.432373046875
240051,-1.14691162109375,-0.8215484619140625,0.4297637939453125
240052,-0.8487548828125,-0.590362548828125,0.5406341552734375
240053,-0.4156341552734375,-0.658538818359375,0.6183929443359375
240054,-0.080078125,-0.79522705078125,0.5842742919921875
240055,0.0528564453125,-0.811309814453125,0.4959716796875
240056,0.0944366455078125,-0.745269775390625,0.486419677734375
240057,0.178985595703125,-0.6109619140625,0.376800537109375
240058,0.3110198974609375,-0.48590087890625,0.1689605712890625
240059,0.4271392822265625,-0.4322357177734375,-0.0455780029296875
240060,0.4365386962890625,-0.4309234619140625,-0.2126312255859375
240061,0.290863037109375,-0.4055938720703125,-0.330535888671875
240062,0.171966552734375,-0.251953125,-0.3756103515625
240063,0.156341552734375,-0.095184326171875,-0.3205718994140625
240064,0.20831298828125,0.0701904296875,-0.235748291015625
240065,0.297943115234375,0.240020751953125,-0.1903228759765625
240066,0.386810302734375,0.376922607421875,-0.185546875
240067,0.4513397216796875,0.4611358642578125,-0.2131500244140625
240068,0.4698333740234375,0.4151153564453125,-0.221893310546875
240069,0.4106292724609375,0.2554931640625,-0.206085205078125
240070,0.301727294921875,0.1035308837890625,-0.204437255859375
240071,0.205535888671875,0.01995849609375,-0.1932220458984375
240072,0.12835693359375,-0.02081298828125,-0.1334075927734375
240073,0.0633087158203125,-0.051910400390625,-0.0531768798828125
240074,0.025390625,-0.08880615234375,-0.016876220703125
240075,0.040130615234375,-0.150634765625,-0.0526123046875
240076,0.111724853515625,-0.2393798828125,-0.120208740234375
240077,0.2199249267578125,-0.3466796875,-0.133270263671875
240078,0.349365234375,-0.4996795654296875,-0.057403564453125
240079,0.5465545654296875,-0.6914215087890625,0.12664794921875
240080,0.8963165283203125,-0.9230194091796876,0.3169708251953125
240081,1.402084350585938,-1.173995971679688,0.389739990234375
240082,2.046905517578125,-1.398223876953125,0.3187713623046875
240083,2.790130615234375,-1.798263549804688,0.0410308837890625
240084,3.284652709960938,-2.13873291015625,0.026031494140625
240085,3.2823486328125,-2.2373046875,0.100616455078125
240086,2.969329833984375,-2.19207763671875,-0.1148223876953125
240087,2.575759887695312,-2.149200439453125,-0.0362396240234375
