time_idx,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
200000,-0.0126953125,-0.4975128173828125,0.3992767333984375
200001,0.0254364013671875,-0.4844512939453125,0.3026580810546875
200002,0.0619049072265625,-0.5236663818359375,0.2452545166015625
200003,0.064483642578125,-0.6348724365234375,0.2167205810546875
200004,0.048004150390625,-0.78070068359375,0.24383544921875
200005,0.0592803955078125,-0.8892974853515625,0.301513671875
200006,0.076202392578125,-1.019821166992188,0.284149169921875
200007,0.0434417724609375,-1.20660400390625,0.1634368896484375
200008,-0.0120697021484375,-1.39862060546875,-0.0286102294921875
200009,-0.088958740234375,-1.592620849609375,-0.2761993408203125
200010,-0.49395751953125,-2.134048461914062,-0.227447509765625
200011,-0.29730224609375,-1.530899047851562,-0.4293365478515625
200012,-0.128814697265625,-1.040603637695312,-0.744110107421875
200013,-0.4139251708984375,-1.365219116210938,-0.7427520751953125
200014,-0.3920745849609375,-1.216171264648438,-0.6133270263671875
200015,-0.250762939453125,-1.008148193359375,-0.57586669921875
200016,-0.205352783203125,-0.98748779296875,-0.5349578857421875
200017,-0.2361602783203125,-0.9780426025390624,-0.3304595947265625
200018,-0.216064453125,-0.8489837646484375,-0.135223388671875
200019,-0.2351531982421875,-0.7310791015625,-0.046417236328125
200020,-0.2647857666015625,-0.6029052734375,-0.0123443603515625
200021,-0.2721099853515625,-0.4839324951171875,-0.0225982666015625
200022,-0.2961273193359375,-0.3780670166015625,-0.07159423828125
200023,-0.3224334716796875,-0.3134918212890625,-0.1259307861328125
200024,-0.3011322021484375,-0.375152587890625,-0.17340087890625
200025,-0.28216552734375,-0.53778076171875,-0.2149658203125
200026,-0.29071044921875,-0.6875,-0.2649993896484375
200027,-0.302215576171875,-0.81793212890625,-0.312103271484375
200028,-0.30706787109375,-0.904083251953125,-0.3284759521484375
200029,-0.27386474609375,-0.9344940185546876,-0.3722381591796875
200030,-0.1901397705078125,-0.95770263671875,-0.467803955078125
200031,-0.1067657470703125,-1.026458740234375,-0.55413818359375
200032,-0.082122802734375,-1.188491821289062,-0.548004150390625
200033,-0.1282196044921875,-1.465133666992188,-0.450714111328125
200034,-0.149444580078125,-1.67156982421875,-0.3638916015625
200035,0.033599853515625,-1.31951904296875,-0.4207000732421875
200036,0.03607177734375,-1.379959106445312,-0.321258544921875
200037,-0.0232391357421875,-1.361343383789062,-0.3157501220703125
200038,-0.0428314208984375,-1.087890625,-0.344451904296875
200039,-0.1690216064453125,-0.9863433837890624,-0.292877197265625
200040,-0.275970458984375,-0.930877685546875,-0.2375640869140625
200041,-0.3345489501953125,-0.9090118408203124,-0.167327880859375
200042,-0.3973846435546875,-0.970245361328125,-0.0942840576171875
200043,-0.446533203125,-0.998382568359375,-0.03302001953125
200044,-0.4626922607421875,-0.98248291015625,-0.009246826171875
200045,-0.5103759765625,-1.040908813476562,0.0260009765625
200046,-0.560028076171875,-1.134048461914062,0.1476898193359375
200047,-0.5586395263671875,-1.068466186523438,0.8236236572265625
200048,-0.39532470703125,-1.050048828125,1.27105712890625
200049,-0.222198486328125,-1.083114624023438,0.955718994140625
200050,-0.1544952392578125,-1.05975341796875,0.8587646484375
200051,-0.0901641845703125,-1.022781372070312,0.93194580078125
200052,-0.0229339599609375,-0.9895172119140624,0.7676849365234375
200053,0.0089569091796875,-0.939971923828125,0.48687744140625
200054,0.0093994140625,-0.87994384765625,0.3609619140625
200055,-0.0169830322265625,-0.798858642578125,0.3383941650390625
200056,-0.0697174072265625,-0.73956298828125,0.3535919189453125
200057,-0.0902099609375,-0.66217041015625,0.360198974609375
200058,-0.0731353759765625,-0.5993194580078125,0.3583984375
