time_idx,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT)
135000,-0.020599365234375,0.172271728515625,-0.1232147216796875,1.028261661529541,0.923889696598053,1.256464958190918,41.05810546875,96.81610107421876,-2.746917724609375
135001,-0.020599365234375,0.172271728515625,-0.1232147216796875,1.028261661529541,0.923889696598053,1.256464958190918,41.05810546875,96.81610107421876,-2.746917724609375
135002,-0.0817413330078125,0.0772705078125,-0.0104827880859375,0.4746586680412292,1.067943572998047,1.098076224327087,41.70172119140625,97.0641632080078,-3.379608154296875
135003,-0.13201904296875,0.066619873046875,0.161224365234375,-0.0366056822240352,1.439053177833557,1.045598030090332,42.248046875,97.25347900390624,-3.880386352539062
135004,-0.1864471435546875,0.136688232421875,0.348724365234375,-0.5179882645606995,1.961489200592041,0.9763523936271667,42.66180419921875,97.49284362792967,-4.238998413085938
135005,-0.2420501708984375,0.2308349609375,0.486968994140625,-0.9736844301223756,2.529460430145264,0.7835475206375122,43.0787353515625,97.44290161132812,-4.23162841796875
135006,-0.30621337890625,0.2825164794921875,0.49566650390625,-1.406992793083191,2.937115907669067,0.4579755663871765,43.38455200195312,97.4888153076172,-4.206756591796875
135007,-0.42413330078125,0.251190185546875,0.419921875,-1.745553255081177,2.958142280578613,0.107834056019783,43.56684875488281,97.364990234375,-4.02020263671875
135008,-0.60772705078125,0.1352996826171875,0.3755035400390625,-1.96088969707489,2.68254828453064,-0.1069096699357033,43.60743713378906,97.212646484375,-3.568893432617188
135009,-1.015151977539062,-0.082672119140625,0.496063232421875,-2.213849306106567,2.213697195053101,0.22381392121315,43.11009216308594,96.9509735107422,-2.563522338867188
135010,-1.015151977539062,-0.082672119140625,0.496063232421875,-2.213849306106567,2.213697195053101,0.22381392121315,43.11009216308594,96.9509735107422,-2.563522338867188
135011,-1.065872192382812,0.061004638671875,0.5384063720703125,-2.359889268875122,2.102577924728394,0.3784359991550446,42.71324157714844,96.72659301757812,-1.88311767578125
135012,-1.030731201171875,0.3768310546875,0.51239013671875,-2.530023336410522,1.775760889053345,0.289715439081192,42.35491943359375,96.47966003417967,-1.201400756835938
135013,-0.971160888671875,0.6543731689453125,0.517852783203125,-2.791285276412964,1.299895286560059,0.0240004081279039,41.89291381835938,96.14100646972656,-0.352874755859375
135014,-0.8853759765625,0.81561279296875,0.5124359130859375,-3.062045097351074,0.8954927325248718,-0.2365419715642929,41.2958984375,96.024658203125,0.6688690185546875
135015,-0.779022216796875,0.9019012451171876,0.442535400390625,-3.174113512039185,0.5104672312736511,-0.3838861584663391,40.69645690917969,95.59109497070312,1.771560668945312
135016,-0.659393310546875,0.9515380859375,0.3740081787109375,-3.046153545379639,0.1789700090885162,-0.4751036763191223,40.03932189941406,95.13734436035156,3.020889282226562
135017,-0.5006103515625,0.943572998046875,0.2901611328125,-2.647377729415894,-0.1583640724420547,-0.5798801779747009,39.51008605957031,94.60882568359376,4.326446533203125
