time_idx,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT)
315000,0.0467071533203125,0.033050537109375,0.33441162109375,-0.5765594840049744,5.180947303771973,-1.454513430595398,66.82015991210938,89.66587829589844,9.374664306640623
315001,-0.0389556884765625,-0.1728057861328125,-0.1100006103515625,-0.1171636432409286,4.58796501159668,-1.453884601593018,65.2906494140625,89.71458435058594,10.27070617675781
315002,-0.0771331787109375,-0.2115631103515625,-0.046722412109375,0.371644139289856,4.054534435272217,-1.416668772697449,63.59184265136719,89.66032409667969,11.21980285644531
315003,-0.07635498046875,-0.232177734375,-0.199676513671875,1.18928599357605,3.045509815216064,-1.228157162666321,60.18745422363281,90.05961608886719,12.37287902832031
315004,-0.07635498046875,-0.232177734375,-0.199676513671875,1.18928599357605,3.045509815216064,-1.228157162666321,60.18745422363281,90.05961608886719,12.37287902832031
315005,-0.105224609375,-0.260040283203125,-0.236602783203125,1.315490007400513,2.531009197235107,-1.091776251792908,58.62190246582031,90.36781311035156,12.58024597167969
315006,-0.216583251953125,-0.349822998046875,-0.2209930419921875,0.6708207130432129,2.052310466766357,-0.8357111215591431,56.20745849609375,90.98968505859376,12.343017578125
315007,-0.25830078125,-0.3675994873046875,-0.3213653564453125,0.2150513231754303,1.922539949417114,-0.7131361961364746,55.1295166015625,91.13485717773438,12.24542236328125
315008,-0.25830078125,-0.3675994873046875,-0.3213653564453125,0.2150513231754303,1.922539949417114,-0.7131361961364746,55.1295166015625,91.13485717773438,12.24542236328125
315009,-0.3155059814453125,-0.287872314453125,-0.7368011474609375,-0.5433221459388733,-0.481734424829483,-0.4451726675033569,53.51033020019531,91.34587097167967,12.12368774414062
315010,-0.3371429443359375,-0.049041748046875,-0.180023193359375,-0.4959234595298767,-0.6189364790916443,-0.4518705308437347,52.98396301269531,91.34152221679688,12.07536315917969
315011,-0.26019287109375,0.05682373046875,-0.0948638916015625,-0.2942515909671783,-0.5807145237922668,-0.4738746285438538,52.81057739257812,91.25112915039062,12.31269836425781
