time_idx,accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
220000,0.3348388671875,0.422088623046875,0.2215728759765625
220001,0.201080322265625,0.255706787109375,0.157073974609375
220002,0.079376220703125,0.1544342041015625,0.0803680419921875
220003,-0.0538177490234375,0.1631011962890625,-0.000732421875
220004,-0.1423187255859375,0.1516571044921875,-0.0343780517578125
220005,-0.211181640625,0.0390167236328125,-0.0909576416015625
220006,-0.270050048828125,-0.1080780029296875,-0.1563873291015625
220007,-0.35797119140625,-0.228057861328125,-0.230255126953125
220008,-0.4585113525390625,-0.2834320068359375,-0.258575439453125
220009,-0.5209808349609375,-0.2980194091796875,-0.2501220703125
220010,-0.5598297119140625,-0.2761383056640625,-0.28277587890625
220011,-0.550323486328125,-0.2020721435546875,-0.2551727294921875
220012,-0.480010986328125,-0.1053619384765625,-0.054840087890625
220013,-0.3480682373046875,-0.0335693359375,0.2637481689453125
220014,-0.2576446533203125,0.0596466064453125,0.5365142822265625
220015,-0.2294769287109375,0.152252197265625,0.7025299072265625
220016,-0.2921905517578125,0.2230987548828125,0.751434326171875
220017,-0.5145416259765625,0.502838134765625,0.7974700927734375
220018,-1.060455322265625,0.957183837890625,0.933990478515625
220019,-1.805084228515625,1.420654296875,1.346939086914062
220020,-2.191146850585938,1.867141723632812,1.693115234375
220021,-1.54766845703125,2.286514282226562,1.931625366210938
220022,-0.5279693603515625,2.647918701171875,2.53350830078125
220023,0.1840362548828125,2.6571044921875,2.69049072265625
220024,0.5123291015625,2.299270629882812,2.450775146484375
220025,0.6985931396484375,1.954727172851562,2.211654663085938
220026,0.591339111328125,1.732894897460938,2.053131103515625
220027,0.3747711181640625,1.35101318359375,1.820083618164062
220028,0.2043609619140625,1.045547485351562,1.485977172851562
220029,0.025604248046875,0.9423370361328124,1.316726684570312
220030,-0.06585693359375,0.927978515625,1.234649658203125
220031,-0.0522613525390625,0.9377899169921876,1.132080078125
220032,-0.0870361328125,0.9084625244140624,1.027938842773438
220033,-0.15289306640625,0.77069091796875,0.8992462158203125
220034,-0.201904296875,0.55523681640625,0.733489990234375
220035,-0.2553253173828125,0.35235595703125,0.563934326171875
220036,-0.307952880859375,0.2293243408203125,0.491241455078125
220037,-0.319305419921875,0.149932861328125,0.398651123046875
220038,-0.3067626953125,0.0687103271484375,0.33831787109375
220039,-0.294342041015625,0.052093505859375,0.3579559326171875
220040,-0.24652099609375,0.0809478759765625,0.4169158935546875
220041,-0.110107421875,0.1009368896484375,0.5077972412109375
220042,0.0532379150390625,0.1560516357421875,0.5587005615234375
220043,0.1887969970703125,0.1480255126953125,0.6244354248046875
220044,0.324920654296875,0.25054931640625,0.6123199462890625
220045,0.41552734375,0.4870758056640625,0.5793609619140625
220046,0.3913116455078125,0.665679931640625,0.7016754150390625
220047,0.3795013427734375,0.8151092529296875,0.8218994140625
220048,0.491912841796875,1.004180908203125,0.8485565185546875
220049,0.6712799072265625,1.208084106445312,0.8538665771484375
220050,0.7982635498046875,1.346282958984375,0.773895263671875
220051,0.8558502197265625,1.308624267578125,0.80322265625
220052,0.813995361328125,1.104598999023438,0.8159942626953125
220053,0.714385986328125,0.8487091064453125,0.726715087890625
220054,0.600860595703125,0.7122802734375,0.6152191162109375
220055,0.503570556640625,0.65740966796875,0.477264404296875
220056,0.4514312744140625,0.627716064453125,0.2852325439453125
220057,0.43243408203125,0.538848876953125,0.094268798828125
220058,0.394317626953125,0.3920745849609375,-0.0445709228515625
220059,0.2583465576171875,0.2669677734375,-0.115478515625
220060,0.07025146484375,0.122894287109375,-0.0897979736328125
220061,-0.09246826171875,-0.0403900146484375,-0.085693359375
220062,-0.2454681396484375,-0.1739501953125,-0.16961669921875
220063,-0.3071136474609375,-0.2582244873046875,-0.194488525390625
220064,-0.3768157958984375,-0.272216796875,-0.3527679443359375
220065,-0.511077880859375,-0.230072021484375,-0.4669036865234375
220066,-0.605865478515625,-0.1891937255859375,-0.422882080078125
220067,-0.6132659912109375,-0.160980224609375,-0.2661895751953125
220068,-0.4869537353515625,-0.0903167724609375,0.035675048828125
220069,-0.281097412109375,-0.035736083984375,0.2879791259765625
220070,-0.1138153076171875,-0.0264434814453125,0.427001953125
220071,-0.0644683837890625,-0.0310821533203125,0.54388427734375
220072,-0.1697998046875,0.1103668212890625,0.595794677734375
220073,-0.3823089599609375,0.386383056640625,0.677978515625
220074,-0.642181396484375,0.633758544921875,0.8133087158203125
220075,-0.933685302734375,0.89056396484375,0.896881103515625
220076,-1.394439697265625,1.357940673828125,1.047622680664062
220077,-1.980194091796875,1.87384033203125,1.387786865234375
220078,-1.793930053710938,2.241607666015625,2.159912109375
220079,-0.653076171875,2.31121826171875,2.892318725585938
220080,0.13824462890625,2.33221435546875,2.875503540039062
220081,0.2095794677734375,2.197967529296875,2.520858764648438
220082,0.360809326171875,1.94586181640625,2.304290771484375
220083,0.464080810546875,1.572250366210938,2.0452880859375
220084,0.4737396240234375,1.146438598632812,1.674468994140625
220085,0.441497802734375,0.9397430419921876,1.208343505859375
220086,0.285614013671875,0.8861236572265625,0.9669189453125
220087,0.03515625,0.828643798828125,0.9133453369140624
220088,-0.2534027099609375,0.821868896484375,0.919830322265625
220089,-0.525543212890625,0.81634521484375,0.9483489990234376
220090,-0.7406463623046875,0.73419189453125,0.9200592041015624
220091,-0.8315582275390625,0.625518798828125,0.8791961669921875
220092,-0.78350830078125,0.560760498046875,0.8440093994140625
220093,-0.678192138671875,0.4969482421875,0.801849365234375
220094,-0.5321044921875,0.395263671875,0.7236175537109375
220095,-0.3443145751953125,0.2860107421875,0.624176025390625
220096,-0.1510772705078125,0.1890411376953125,0.5418853759765625
220097,0.078857421875,0.082733154296875,0.578765869140625
220098,0.310577392578125,-0.0333709716796875,0.5474853515625
220099,0.43267822265625,-0.043365478515625,0.4333343505859375
220100,0.3946075439453125,0.025238037109375,0.4239959716796875
220101,0.3083038330078125,0.2228851318359375,0.5863189697265625
220102,0.287689208984375,0.53094482421875,0.764068603515625
220103,0.3447265625,0.7795562744140625,0.8211212158203125
220104,0.46539306640625,0.90740966796875,0.7669830322265625
220105,0.57916259765625,0.9838104248046876,0.6695709228515625
220106,0.5678253173828125,1.067092895507812,0.6225128173828125
220107,0.4775848388671875,1.163528442382812,0.6153411865234375
220108,0.3873748779296875,1.198043823242188,0.7462310791015625
220109,0.405303955078125,1.012039184570312,0.708343505859375
220110,0.464324951171875,0.7292938232421875,0.5444793701171875
220111,0.4490966796875,0.5785675048828125,0.4087982177734375
220112,0.3623199462890625,0.5408782958984375,0.2223663330078125
220113,0.272796630859375,0.4991455078125,0.055145263671875
220114,0.22357177734375,0.3510589599609375,-0.038848876953125
220115,0.1904144287109375,0.1739044189453125,-0.181793212890625
220116,0.132720947265625,0.0200653076171875,-0.2469482421875
220117,0.0615386962890625,-0.0303802490234375,-0.209442138671875
220118,-0.0280303955078125,-0.03717041015625,-0.2134246826171875
220119,-0.0704193115234375,-0.064666748046875,-0.2023162841796875
220120,-0.0663299560546875,-0.1359405517578125,-0.26904296875
220121,-0.0799560546875,-0.2120513916015625,-0.2733001708984375
220122,-0.10955810546875,-0.25347900390625,-0.24072265625
220123,-0.1253662109375,-0.182220458984375,-0.1464385986328125
220124,-0.1150360107421875,-0.044708251953125,0.043304443359375
220125,-0.0673828125,0.0583648681640625,0.3038787841796875
220126,0.014404296875,0.1244049072265625,0.5212860107421875
220127,0.0652618408203125,0.0993194580078125,0.631988525390625
220128,-0.00860595703125,0.0255584716796875,0.5995025634765625
220129,-0.200897216796875,-0.018463134765625,0.62054443359375
220130,-0.4555206298828125,0.2104034423828125,0.6470184326171875
220131,-0.6208343505859375,0.60479736328125,0.807373046875
220132,-0.8663177490234375,1.09527587890625,0.7360076904296875
220133,-1.55535888671875,1.92962646484375,1.271087646484375
220134,-1.909347534179688,2.7099609375,2.304656982421875
220135,-1.350128173828125,3.003555297851562,2.9744873046875
220136,-0.4281463623046875,2.56805419921875,2.987716674804688
220137,-0.18768310546875,2.12603759765625,2.465286254882812
220138,-0.1070098876953125,1.761703491210938,2.2647705078125
220139,0.0043487548828125,1.526107788085938,2.101608276367188
220140,0.13494873046875,1.293930053710938,1.849594116210938
220141,0.3359222412109375,1.224594116210938,1.512893676757812
220142,0.315216064453125,1.282272338867188,1.220611572265625
220143,0.1016845703125,1.229736328125,1.046142578125
220144,-0.174530029296875,1.124954223632812,1.044082641601562
220145,-0.4665985107421875,1.018814086914062,1.017318725585938
220146,-0.6873779296875,0.9173431396484376,0.9037628173828124
220147,-0.78997802734375,0.7726593017578125,0.775421142578125
220148,-0.792022705078125,0.6213531494140625,0.699127197265625
220149,-0.725982666015625,0.5252685546875,0.7060699462890625
220150,-0.63433837890625,0.5012054443359375,0.682403564453125
220151,-0.533111572265625,0.449920654296875,0.5874786376953125
220152,-0.4014434814453125,0.342254638671875,0.46063232421875
220153,-0.239532470703125,0.2124786376953125,0.3257598876953125
220154,-0.0622406005859375,0.1162261962890625,0.266082763671875
220155,0.0939483642578125,0.0763702392578125,0.291290283203125
220156,0.21405029296875,0.053741455078125,0.3832855224609375
220157,0.3229217529296875,0.0575714111328125,0.5127410888671875
220158,0.448944091796875,0.2343597412109375,0.653900146484375
220159,0.576751708984375,0.60107421875,0.7935638427734375
220160,0.706787109375,0.8300018310546875,0.84149169921875
