time_idx,accel_mag
60000,1.1062916864084735
60001,1.080187287599995
60002,1.0333112474639188
60003,0.9905044693540084
60004,0.9631084912370212
60005,0.9561504964047979
60006,0.9617879362489228
60007,0.9708462887571786
60008,0.9748613138457768
60009,0.9811026697435673
60010,0.986502993303304
60011,0.9881213313459655
60012,0.9850941270689813
60013,0.975593221888301
60014,0.9679513171393054
60015,0.9673241237241589
60016,0.9711686636801684
60017,0.9783457063146408
60018,0.9866718709470239
60019,0.9806018307786074
60020,0.9556297946161992
60021,0.9212352542779993
60022,0.8992650547241774
60023,0.9048029127915896
60024,0.9308419846834456
60025,0.9778746403815307
60026,1.0414149239197474
60027,1.0870424621714765
60028,1.0963228115087449
60029,1.0721947247224044
60030,1.0353713279986223
60031,1.0059861802289543
60032,0.9948638501356549
60033,1.009761074861092
60034,1.0427833895370042
60035,1.071494832419836
60036,1.09380920422349
60037,1.097785627408027
60038,1.0871563811193756
60039,1.0792031589857602
60040,1.0755366392961974
60041,1.0727716417543798
60042,1.0635224077188066
60043,1.0483867558588877
60044,1.0378312093759592
60045,1.029699893716375
60046,1.021125596766717
60047,1.0142732843199291
60048,1.0101566206781292
60049,1.0064941053983159
60050,1.007217327013258
60051,1.0066124755276766
60052,1.0020956025036287
60053,0.9947493476259828
60054,0.9883928069895547
60055,0.9845231194074159
60056,0.9831171166091937
60057,0.9809408605457006
60058,0.9792075234376085
60059,0.9797667493405761
60060,0.9862161612934219
60061,0.9936045611746881
60062,0.9966033508528601
60063,0.9943291258470923
60064,0.984005784173411
60065,0.9662194051828393
60066,0.9470574488182186
60067,0.9483567740972084
60068,0.9725384539154386
60069,1.0014152387863107
60070,1.0287131477741058
60071,1.0371361993249952
60072,1.0236933280155738
60073,0.9962509359661744
60074,0.9732775280275844
60075,0.964876191997289
60076,0.9668373789394515
60077,0.9764106048233382
60078,0.9900784668368353
60079,0.9869318077791589
60080,0.9827136355169664
60081,0.9889927762756765
60082,0.9974864383029337
60083,1.0055680739700226
60084,1.0123161290707319
60085,1.0172384379481343
60086,1.0166271114436929
60087,1.0160718519407153
60088,1.0155096512407082
60089,1.0182251143303729
60090,1.0226764736423446
60091,1.0215354014556675
60092,1.0122031710008692
60093,1.0044889647923336
60094,1.0023452980517535
60095,0.9997085044228052
60096,1.0014937015143883
60097,1.0026270031005462
60098,1.0000063692948038
60099,0.9953118484611341
60100,0.9959462117341369
60101,0.9968602326250017
60102,0.9975280859749945
60103,0.9966727399593249
60104,0.9935943879511482
60105,0.9875587728115174
60106,0.9797803057114516
60107,0.9699990484175243
60108,0.966326934819657
60109,0.9749890872550174
60110,0.988965396201973
60111,0.9980033196176032
60112,1.0011994583566035
60113,0.9984708529801933
60114,0.9905848435463156
60115,0.9830002043503727
60116,0.9802913005322008
60117,0.9837323569377503
60118,0.9947040852022548
60119,1.0042777567313825
60120,1.0099158249124427
60121,0.9986627354998594
60122,0.9864274359741018
60123,0.9816854482064833
60124,0.9871872961594524
60125,0.9986104131240467
60126,1.0075364573433223
60127,1.0112729965036908
60128,1.0064336231249837
60129,1.000713691038239
60130,0.9966163725125037
60131,0.9947349175123466
60132,0.992180554509258
60133,0.9864061964409814
60134,0.9828710009331876
60135,0.9826375216742206
60136,0.9861592150516006
60137,0.9940692815353324
60138,0.9996293294110484
60139,1.0046925370387105
60140,1.0100328769211173
60141,1.0172755530375477
60142,1.0229733908080259
60143,1.03065284075365
60144,1.0333427867079252
60145,1.025414335112969
60146,1.0071223878931574
60147,0.9958046340465693
60148,0.9898037708990236
60149,0.9853269241483227
60150,0.9873214668608283
60151,0.9946665285052371
60152,1.0036948569171906
60153,1.0172431664728423
60154,1.0350392674751725
60155,1.0496702309933605
60156,1.0466822717691313
60157,1.0386004108359843
60158,1.028249600167306
60159,1.0104114059157876
60160,0.9927746914177044
60161,0.9821486119109081
60162,0.9663812161634373
60163,0.9616180901312463
60164,0.9723521409733162
60165,0.9872383320354042
60166,0.9996885905847894
60167,0.9989706508612676
60168,0.9890019317943386
60169,0.9798001574663767
60170,0.975820059602
60171,0.9764702071446887
60172,0.9844078659728281
60173,0.9919601065104279
60174,0.9990782798422747
60175,1.00893434392834
60176,1.0159322244171454
60177,1.0163992942561788
60178,1.0089722984636482
60179,0.998135456635137
60180,0.9984713335789406
60181,1.013101837697341
60182,1.0295736137188427
60183,1.0284403638508617
60184,1.0058279705006083
60185,0.972081762301596
60186,0.941531976489705
60187,0.9246166155333798
60188,0.9262274179301189
60189,0.9363794479619348
60190,0.9560328125277623
60191,0.9831281384506575
60192,1.007089321440846
60193,1.0236573207312667
60194,1.0299171227086734
60195,1.036603134150632
60196,1.0437333046277795
